id,hasProblem,avgCycle,lanes,avgTimes
53189617,False,31,"['-14212662#2_1', ':53189617_w0_0', '22927871#0_1', '-14212662#2_2', ':53189617_w2_0', ':53189617_w1_0', '22927871#0_2', '6475768_1']","[6.0, 6.0, 15.0, 6.0, 6.0, 0, 15.0, 7.0]"
53190095,False,65,"[':53190095_w2_0', ':53190095_w0_0', '-422748214#2_1', '578105516#1_1', ':53190095_w3_0', ':53190095_w1_0', '6435402#4_2', '6435402#4_1', '-422748215#2_2', '-422748215#2_1']","[20.0, 20.0, 25.0, 25.0, 30.0, 30.0, 35.0, 35.0, 35.0, 35.0]"
53190096,False,87,"['-42005979#1_1', '-422748216#1_1', '422748212#8_1', ':53190096_w1_0', '422748215#0_2', '422748215#0_1', ':53190096_w2_0', '-422748216#1_2', ':53190096_w3_0', ':53190096_w0_0']","[40.0, 40.0, 40.0, 36.0, 40.0, 40.0, 36.0, 40.0, 36.0, 36.0]"
53193188,False,87,"['6447455#0_1', ':53193188_w3_0', ':53193188_w2_0', '-6447455#2_1', ':53193188_w1_0', '158612542#4_1', ':53193188_w0_0', '-158612542#7_1']","[40.0, 36.0, 36.0, 40.0, 36.0, 40.0, 36.0, 40.0]"
53194068,False,87,"['6439301#9_1', ':53194068_w0_0', ':53194068_w1_0', ':53194068_w2_0', '6439301#9_3', '6439301#9_2']","[76.0, 76.0, 4.0, 4.0, 76.0, 76.0]"
53194069,False,40,"['240457597#0_3', '6439301#13_1', '-428237358#1_2', ':53194069_w3_0', ':53194069_w1_0', ':53194069_w0_0', ':53194069_w2_0', '-428237358#1_1', '240457597#0_2', '240457597#0_1', '6439301#13_2', '6439301#13_3']","[7.0, 6.0, 6.0, 17.0, 6.0, 6.0, 6.0, 6.0, 17.0, 17.0, 6.0, 6.0]"
53194070,False,33,"[':53194070_w1_0', ':53194070_w3_0', '-169508519#5_1', ':53194070_w2_0', '6439301#17_2', '6439301#17_3', '169508519#1_1', '6439301#17_1', ':53194070_w0_0', '6439301#17_4']","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]"
53194991,True,3600,"[':53194991_w0_0', '-428222354#1_2', ':53194991_w2_0', '649725824#3_1', '-428222354#1_1', '649725824#3_3', ':53194991_w4_0', '-428222354#1_3', '245017032#0_2', '-428222354#1_4', '245017033#0_2', '245017032#0_1', ':53194991_w1_0', '245017033#0_1', '649725824#3_2']","[0, 0, 0, 0, 0, 0, 0, 0, 18.0, 0, 18.0, 18.0, 0, 18.0, 0]"
53198512,True,3600,"['-170178099#0_1', '428342323#1_2', '-428222834_2', '-428222834_1', '57717602#2_0', ':53198512_w1_0', ':53198512_w2_0', '428342323#1_1', '-170178099#0_2', '428342323#1_3', ':53198512_w0_0', '-428222834_3']","[28.0, 28.0, 28.0, 28.0, 28.0, 0, 0, 0, 0, 28.0, 0, 28.0]"
53198834,False,87,"['332223485#1.68_2', ':53198834_w2_0', '-6477644#0_1', ':53198834_w0_0', '332223485#1.68_1', '-676657448_1', ':53198834_w1_0']","[26.0, 42.0, 26.0, 21.0, 26.0, 26.0, 42.0]"
53200375,False,87,"['gneE493_3', '428244384#0_2', 'gneE493_2', ':53200375_w2_0', '428244384#0_4', '428244384#0_1', '428244384#0_3', ':53200375_w1_0', ':53200375_w3_0', ':53200375_w0_0', 'gneE493_1']","[38.0, 40.0, 38.0, 25.0, 40.0, 40.0, 40.0, 40.0, 40.0, 38.0, 38.0]"
53200376,False,35,"['-421777784#2_2', ':53200376_w3_0', '533094613#0_3', ':53200376_w2_0', '533094613#0_1', ':53200376_w0_0', ':53200376_w1_0', '-458064438#2.47_1', '-458064438#2.47_2', '-421777784#2_1', '533094613#0_2']","[7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 6.0]"
53200377,False,87,"['22927968#2_4', '163419189#1.58_3', ':53200377_w1_0', '22927968#2_3', '22927968#2_2', ':53200377_w2_0', '22927968#2_1', '163419189#1.58_2', ':53200377_w3_0', '163419189#1.58_1', ':53200377_w0_0']","[30.0, 49.0, 49.0, 30.0, 30.0, 30.0, 30.0, 49.0, 49.0, 49.0, 30.0]"
53200378,False,87,"['465797045#2_1', '617433069#0_2', '617433069#0_1', '465797045#2_2', ':53200378_w1_0', ':53200378_w3_0', ':53200378_w0_0', '617433069#0_3', '465797045#2_3', ':53200378_w2_0']","[31.0, 48.0, 48.0, 31.0, 48.0, 48.0, 31.0, 48.0, 31.0, 31.0]"
53200379,False,59,"[':53200379_w1_0', 'gneE510_2', '-540060732#1_1', ':53200379_w3_0', '6456584#4_1', '-169510045#0_1', 'gneE510_1', ':53200379_w2_0', ':53200379_w0_0']","[19.0, 31.0, 31.0, 19.0, 19.0, 19.0, 31.0, 31.0, 31.0]"
53200381,False,97,"['gneE554_2', ':53200381_w0_0', 'gneE544_3', ':53200381_w3_0', 'gneE544_1', 'gneE550_1', 'gneE554_1', 'gneE550_2', 'gneE550_3', 'gneE551_1', ':53200381_w2_0', 'gneE544_2', ':53200381_w1_0']","[34.0, 34.0, 55.0, 55.0, 55.0, 55.0, 34.0, 55.0, 55.0, 34.0, 34.0, 55.0, 55.0]"
53200538,False,37,"['-gneE31_1', ':53200538_c2_0', '-gneE32_2', ':53200538_w1_0', '240455065#1_2', '-gneE31_2', ':53200538_w0_0', ':53200538_w3_0', ':53200538_c0_0', 'gneE15_1', ':53200538_c1_0', '240455065#1_1', 'gneE15_2', ':53200538_c3_0', ':53200538_w2_0', '-gneE32_1']","[6.0, 0, 16.0, 7.0, 6.0, 6.0, 0, 0, 6.0, 7.0, 17.0, 6.0, 7.0, 0, 0, 16.0]"
53200831,False,31,"['568586003_2', ':53200831_w1_0', 'gneE567_1', '-460423541#1_1', '-568586005_2', ':53200831_w3_0', ':53200831_w0_0', '568586003_1', ':53200831_w2_0', '-568586005_1']","[13.0, 6.0, 7.0, 7.0, 13.0, 13.0, 7.0, 13.0, 7.0, 6.0]"
53201468,False,39,"['6515422#1_1', ':53201468_w1_0', ':53201468_w0_0', ':53201468_w2_0', ':53201468_w3_0', '215869727#0_3', '215869727#0_1', '215869727#0_2']","[6.0, 7.0, 6.0, 6.0, 15.0, 4.0, 15.0, 15.0]"
53203464,False,38,"['428243312#0_2', '620762215#1_2', '428243312#0_1', ':53203464_w0_0', ':53203464_w2_0', '620762215#1_1', '428243312#0_3', ':53203464_w3_0', ':53203464_w1_0']","[15.0, 7.0, 15.0, 7.0, 7.0, 7.0, 15.0, 15.0, 6.0]"
53203465,False,40,"['13516936#1_2', '401075686#0_3', '401075686#0_1', ':53203465_w1_0', ':53203465_w2_0', '401075686#0_2', ':53203465_w3_0', '13516936#1_1', 'gneE757_1', '401075686#0_4', ':53203465_w0_0']","[6.0, 15.0, 15.0, 7.0, 6.0, 15.0, 15.0, 6.0, 6.0, 15.0, 6.0]"
53203466,False,87,"['428244385#0_1', '532243336#2_1', '-43150458#2_1', '428244385#0_3', ':53203466_w1_0', ':53203466_w2_0', ':53203466_w3_0', '532243336#2_2', ':53203466_w0_0', '428244385#0_2', '532243336#2_3']","[41.0, 37.0, 19.0, 41.0, 41.0, 19.0, 27.0, 14.0, 37.0, 41.0, 14.0]"
53203467,False,87,"[':53203467_w2_0', '428243133#0_1', '240704054#2_2', '240704054#2_1', ':53203467_w1_0', ':53203467_w0_0', ':53203467_w3_0', '428243133#0_2', '428243133#0_3']","[27.0, 51.0, 27.0, 27.0, 51.0, 27.0, 37.0, 51.0, 51.0]"
53203468,False,69,"['617436201#0_1', '617436201#0_2', '239939822#2_2', ':53203468_w2_0', '617436201#0_3', '239939822#2_1', ':53203468_w1_0', ':53203468_w0_0', ':53203468_w3_0']","[42.0, 42.0, 18.0, 18.0, 42.0, 18.0, 42.0, 18.0, 42.0]"
53203470,False,69,"[':53203470_w2_0', ':53203470_w3_0', '370785082#1_2', '370785082#1_1', ':53203470_w0_0', '22760466#4.54_2', ':53203470_w1_0', '22760466#4.54_1', '-351500651#0_1']","[22.0, 38.0, 22.0, 22.0, 22.0, 38.0, 38.0, 38.0, 22.0]"
53203471,False,69,"[':53203471_w1_0', '671432783_2', ':53203471_w2_0', '671432783_1', ':53203471_w3_0', ':53203471_w0_0', '546094876#2_1']","[38.0, 38.0, 22.0, 38.0, 38.0, 22.0, 22.0]"
53205238,False,87,"['-332187362_2', ':53205238_w2_0', '-332187362_1', '360589220_1', '245265273#1_0', ':53205238_w1_0', ':53205238_w0_0', '360589220_2', ':53205238_w3_0']","[40.0, 36.0, 40.0, 40.0, 40.0, 36.0, 36.0, 40.0, 36.0]"
53205952,False,87,"['-532243339#2_2', '620595955#3_2', '620595955#3_3', '620595955#3_1', ':53205952_w0_0', '370819899#0.32_1', ':53205952_w3_0', '-532243339#2_1', ':53205952_w2_0', '370819899#0.32_2', ':53205952_w1_0']","[45.0, 34.0, 34.0, 34.0, 34.0, 45.0, 45.0, 45.0, 34.0, 45.0, 45.0]"
53205953,False,87,"['296070145#2.44_2', '296070145#2.44_3', ':53205953_w2_0', '296070145#2.44_1', '580425582#0.91_3', ':53205953_w1_0', ':53205953_w3_0', '580425582#0.91_2', '580425582#0.91_1', '296070145#2.44_4', ':53205953_w0_0']","[29.0, 29.0, 29.0, 29.0, 46.0, 46.0, 46.0, 46.0, 46.0, 29.0, 29.0]"
53205954,False,116,"['524888104#0.90_3', '524888104#0.90_2', ':53205954_w3_0', '679642593#2_1', '679642593#2_2', ':53205954_w2_0', '524888104#0.90_1', '679642593#2_4', ':53205954_w1_0', '679642593#2_3', ':53205954_w0_0']","[30.0, 30.0, 30.0, 77.0, 77.0, 19.0, 30.0, 77.0, 30.0, 77.0, 77.0]"
53205955,True,3600,"[':53205955_w2_0', ':53205955_w1_0', ':53205955_w3_0', '428248106#0_1', '426055964_3', ':53205955_w0_0', '426055964_1', '426055964_2', '-169510047_1']","[0, 37.0, 0, 37.0, 37.0, 0, 37.0, 37.0, 37.0]"
53205958,False,26,"['-532416974_1', '532416980_1', '6453045_1', ':53205958_w0_0', ':53205958_w3_0', '532416980_2', '-332187358_1', ':53205958_w1_0', '-332187358_2', ':53205958_w2_0']","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]"
53207669,True,3600,"['69200848#1_1', ':53207669_w1_0', ':53207669_w3_0', '69200848#1_2', ':53207669_w0_0', ':53207669_w2_0', '-263672096#1_1', '332963117_1']","[0, 7.0, 7.0, 0, 7.0, 0, 7.0, 7.0]"
53208296,True,3600,"['-546108830#1_1', ':53208296_w1_0', '176023072#6_1', ':53208296_w2_0', ':53208296_w3_0', '174870950#3_1', ':53208296_w0_0', '-6455934#1_1']","[30.0, 0, 30.0, 0, 0, 30.0, 0, 30.0]"
53208938,False,43,"['-385042380#0_1', 'gneE527_1', 'gneE525_1', ':53208938_w1_0', 'gneE530_1', ':53208938_w2_0', 'gneE530_2', ':53208938_w3_0', ':53208938_w0_0', 'gneE527_2']","[6.0, 7.0, 6.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0]"
53208941,False,83,"[':53208941_w1_0', ':53208941_w2_0', '8111066#0_2', '22760470#1_1', ':53208941_w3_0', ':53208941_w0_0', '8111066#0_1', '22760470#1_2']","[31.0, 44.0, 31.0, 44.0, 31.0, 44.0, 31.0, 44.0]"
53209659,False,87,"['428341106#0_1', ':53209659_w3_0', ':53209659_w0_0', '428341106#0_2', ':53209659_w1_0', '-42005979#15_1', '-179222048#1_3', '-179222048#1_2', '42005979#12_1', '428341106#0_3', ':53209659_w2_0', '-179222048#1_1']","[37.0, 32.0, 31.0, 37.0, 32.0, 36.0, 45.0, 37.0, 36.0, 45.0, 31.0, 37.0]"
53209761,False,52,"['-436163947#2_1', ':53209761_w3_0', '256993082#4_1', ':53209761_w2_0', '-436163947#2_2', ':53209761_w1_0', '182891397#0_1', '182891397#0_2', ':53209761_w0_0', '-6508650#1_0']","[7.0, 6.0, 6.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0]"
53209840,False,28,"['-6476922#1_2', '440890310_1', ':53209840_w1_0', '-6465162#2_2', '-6457806#1_2', ':53209840_w3_0', ':53209840_w0_0', '-6465162#2_1', '-6457806#1_3', ':53209840_w2_0', '-6457806#1_1', '-6476922#1_1']","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]"
53209848,False,81,"['-428088903_1', '-428231018_1', '-428231018_2', '-428231560_3', '158612543_2', ':53209848_w3_0', '-428231018_3', '-428088903_2', '158612543_3', ':53209848_w0_0', '-428231560_2', '158612543_1', '-428231560_1', '-428088903_3', ':53209848_w2_0', ':53209848_w1_0']","[9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 9.0, 8.0, 9.0, 12.0, 10.0, 12.0, 7.0, 12.0, 10.0]"
53209849,False,26,"['-369877030_3', ':53209849_w3_0', '-369877031#1_1', '369877034#0_1', ':53209849_w1_0', '263672156#6_1', '369877034#0_2', '-369877030_1', '-369877030_2', '369877034#0_3', ':53209849_w0_0', ':53209849_w2_0']","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]"
53209850,False,26,"[':53209850_w3_0', ':53209850_w1_0', '-532416982_1', '6462029#3_1', ':53209850_w2_0', '-532416982_2', ':53209850_w0_0', '332187358_2', '-6462029#4_1', '332187358_1', '6462029#3_2']","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]"
53213413,False,87,"['458064438#1_2', ':53213413_w1_0', ':53213413_w3_0', '-671432782#1_1', '240852320#0_1', '240852320#0_2', '458064438#1_1', '-671432782#1_2', ':53213413_w2_0', ':53213413_w0_0']","[54.0, 54.0, 54.0, 54.0, 23.0, 23.0, 54.0, 54.0, 23.0, 23.0]"
53213414,False,87,"['620595348#1.46_3', ':53213414_w3_0', '620595348#1.46_1', '620595348#1.46_4', ':53213414_w2_0', ':53213414_w0_0', '240852321#3_2', ':53213414_w1_0', '620595348#1.46_2', '240852321#3_1']","[52.0, 52.0, 52.0, 52.0, 27.0, 27.0, 27.0, 38.0, 52.0, 27.0]"
53213415,False,90,"['62412697#3_2', '62412697#3_4', ':53213415_w2_0', ':53213415_w3_0', ':53213415_w0_0', '62412697#3_3', '62412697#3_1', ':53213415_w1_0', '617433067#0.80_3', '617433067#0.80_2', '617433067#0.80_1']","[39.0, 39.0, 39.0, 41.0, 39.0, 39.0, 39.0, 41.0, 41.0, 41.0, 41.0]"
53213822,False,87,"['460425665#0_1', ':53213822_w0_0', '460425665#0_2', '543426333#0.46_3', ':53213822_w1_0', '-460423529#1_2', '543426333#0.46_2', ':53213822_w2_0', ':53213822_w3_0', '-460423529#1_1', '543426333#0.46_1']","[49.0, 30.0, 49.0, 30.0, 49.0, 49.0, 30.0, 30.0, 49.0, 49.0, 30.0]"
53213823,False,87,"['8111110#0.68_2', ':53213823_w0_0', ':53213823_w3_0', '173554614#0_1', ':53213823_w2_0', '173554614#0_2', '8111110#0.68_1', ':53213823_w1_0', '173554614#0_3']","[33.0, 33.0, 46.0, 46.0, 33.0, 46.0, 33.0, 46.0, 46.0]"
53213824,False,36,"['465797042#0.53_1', ':53213824_w2_0', '465797042#0.53_3', '465797042#0.53_2', '179551718#6_2', ':53213824_w0_0', ':53213824_w3_0', '179551718#6_1']","[7.0, 7.0, 7.0, 7.0, 15.0, 15.0, 7.0, 15.0]"
53213825,True,3600,"['6484406#0_1', ':53213825_w0_0', '585970944#1.51_3', ':53213825_w2_0', ':53213825_w3_0', ':53213825_w1_0', '585970944#1.51_2', '585970944#1.51_1', '6484406#0_2', '-585950274#1_1']","[0, 22.0, 0, 0, 22.0, 0, 0, 0, 0, 0]"
53214121,False,87,"['-428246435_2', ':53214121_w1_0', '331930455#2_2', '-6463013_1', '331930455#2_1', ':53214121_w0_0', '-428246435_1', ':53214121_w3_0', ':53214121_w2_0', '428246434_1']","[19.0, 27.0, 17.0, 19.0, 17.0, 29.0, 19.0, 27.0, 29.0, 19.0]"
53215161,False,87,"['-428098980_2', ':53215161_w0_0', ':53215161_w2_0', '428098984_1', '428098984_2', ':53215161_w3_0', ':53215161_w1_0', '-428098980_1', '621283351#0_1', '-6464391#0_1']","[45.0, 31.0, 31.0, 37.0, 45.0, 32.0, 32.0, 37.0, 36.0, 36.0]"
53217375,False,87,"['gneE475_2', ':53217375_w1_0', ':53217375_w3_0', 'gneE470_1', 'gneE475_1', 'gneE469_2', 'gneE472_1', ':53217375_w0_0', ':53217375_w2_0', 'gneE472_2', 'gneE475_3', 'gneE470_2', 'gneE469_1']","[17.0, 29.0, 29.0, 19.0, 17.0, 19.0, 19.0, 27.0, 41.0, 19.0, 17.0, 19.0, 19.0]"
53220994,False,69,"['399134509#1_2', ':53220994_w1_0', '399134508#0_1', '399134509#1_1', '465797219#2_3', '465797219#2_2', ':53220994_w0_0', '465797219#2_1', ':53220994_w3_0', ':53220994_w2_0', '399134508#0_2']","[34.0, 34.0, 34.0, 34.0, 25.0, 25.0, 25.0, 25.0, 34.0, 25.0, 34.0]"
53220995,False,69,"[':53220995_w2_0', '540076527#2_2', '540076527#2_3', '540076527#2_4', '621426665#1_2', '621426665#1_1', ':53220995_w3_0', ':53220995_w0_0', '540076527#2_1', ':53220995_w1_0', '621426665#1_3']","[20.0, 40.0, 40.0, 40.0, 20.0, 20.0, 40.0, 20.0, 40.0, 40.0, 20.0]"
53220996,False,69,"['512249717#0_1', ':53220996_w3_0', '465797214#2_2', ':53220996_w1_0', ':53220996_w0_0', '465797214#2_1', '512249717#0_3', '465797214#2_3', ':53220996_w2_0', '512249717#0_2']","[40.0, 40.0, 20.0, 40.0, 20.0, 20.0, 40.0, 20.0, 20.0, 40.0]"
53220997,False,87,"['462696738#1_3', ':53220997_w3_0', ':53220997_w2_0', '62206854#0_1', '462696738#1_1', ':53220997_w0_0', '62206854#0_3', '462696738#1_2', '62206854#0_2', ':53220997_w1_0']","[40.0, 36.0, 36.0, 40.0, 40.0, 36.0, 40.0, 40.0, 40.0, 36.0]"
53221381,False,87,"[':53221381_w0_0', '191144465#3_1', ':53221381_w1_0', 'gneE279_1', 'gneE279_2', '532864853#0_2', '191144465#3_2', ':53221381_w2_0', ':53221381_w3_0', '532864853#0_1']","[26.0, 26.0, 53.0, 53.0, 53.0, 53.0, 26.0, 26.0, 53.0, 53.0]"
53221382,False,87,"[':53221382_w2_0', '532864852#3_1', '428243943#5_1', '428243943#5_2', ':53221382_w1_0', ':53221382_w3_0', ':53221382_w0_0', '532864852#3_2', '428243943#5_4', '428243943#5_3']","[27.0, 27.0, 52.0, 52.0, 38.0, 52.0, 27.0, 27.0, 52.0, 52.0]"
53221383,False,87,"['620762217#0.35_2', 'gneE587_1', ':53221383_w0_0', '-679636490#0.55_1', 'gneE587_2', ':53221383_w2_0', ':53221383_w3_0', ':53221383_w1_0', '620762217#0.35_1', 'gneE587_3', '620762217#0.35_3']","[36.0, 42.0, 32.0, 37.0, 42.0, 32.0, 32.0, 32.0, 36.0, 45.0, 36.0]"
53221905,False,83,"[':53221905_w1_0', 'gneE177_2', ':53221905_w3_0', 'gneE151_1', 'gneE174.23_2', 'gneE154_1', ':53221905_w2_0', 'gneE174.23_1', ':53221905_w0_0', 'gneE177_1', 'gneE154_2']","[46.0, 46.0, 46.0, 28.0, 46.0, 28.0, 28.0, 46.0, 28.0, 46.0, 28.0]"
53221906,False,87,"['gneE195_1', ':53221906_w1_0', '6522905#6_1', '6522905#6_2', ':53221906_w0_0', 'gneE157_1', 'gneE195_2', '6522905#6_4', ':53221906_w2_0', '6522905#6_3', 'gneE157_2', ':53221906_w3_0']","[28.0, 37.0, 51.0, 51.0, 28.0, 28.0, 28.0, 51.0, 28.0, 51.0, 28.0, 51.0]"
53221907,False,87,"['gneE193_2', '450919737#1.40_3', 'gneE199_2', '450919737#1.40_2', '450919737#1.40_1', ':53221907_w2_0', ':53221907_w3_0', 'gneE193_1', 'gneE199_1', ':53221907_w1_0', ':53221907_w0_0', 'gneE199_3', '-484863624#1_1']","[30.0, 38.0, 41.0, 38.0, 38.0, 30.0, 38.0, 30.0, 41.0, 38.0, 41.0, 7.0, 38.0]"
53221908,False,64,"[':53221908_w2_0', '428230639_0', ':53221908_w3_0', 'gneE526_2', '240874272.52_2', ':53221908_w1_0', '428230639_1', ':53221908_w0_0', '240874272.52_1', '428230639_2', '240874272.52_3', 'gneE526_1']","[15.0, 6.0, 0, 7.0, 15.0, 6.0, 6.0, 7.0, 15.0, 6.0, 5.0, 7.0]"
53223115,False,97,"['393047810_1', ':53223115_w1_0', '-393047811_2', '-621088608#0_2', '460421473#2_2', '460421473#2_1', '-393047811_1', '393047810_2', ':53223115_w3_0', '-621088608#0_1', ':53223115_w2_0']","[22.0, 19.0, 19.0, 41.0, 41.0, 41.0, 19.0, 22.0, 22.0, 41.0, 41.0]"
53229641,True,3600,"['-173554574#0_2', ':53229641_w1_0', '380116994#0_1', ':53229641_w3_0', '428087148#2_2', '-173554574#0_0', '-173554574#0_1', ':53229641_w2_0', '428087148#2_1', ':53229641_w0_0', '380116994#0_2']","[0, 0, 18.0, 0, 18.0, 0, 0, 0, 18.0, 0, 18.0]"
53236111,True,3600,"['88999330#1_1', '88999330#1_0', '-88999330#2_0', '-88999330#2_2', ':53236111_w1_0', '-88999330#2_1']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53236112,False,3600,"['6497025#3_1', '-6497025#4_0', '-6497025#4_1', '6497025#3_0']","[0.0, 0.0, 0.0, 0.0]"
53236113,False,3600,"['6352930#3_1', '-6352930#5_0', '-6352930#5_1', '6352930#3_0']","[0.0, 0.0, 0.0, 0.0]"
53236114,False,3600,"['6509620#3_1', '-206883227#1.42_1', '-206883227#1.42_0', '6509620#3_0']","[0.0, 0.0, 0.0, 0.0]"
53237165,False,69,"[':53237165_w1_0', '-462696721#0_2', '6515422#3_1', ':53237165_w0_0', '370785079_1', ':53237165_w3_0', ':53237165_w2_0', '-462696721#0_1', '370785079_2', '6515422#3_2']","[35.0, 35.0, 25.0, 25.0, 35.0, 35.0, 25.0, 35.0, 35.0, 25.0]"
53237166,False,69,"['-370785080#0_1', '-370785079_2', ':53237166_w3_0', '206883228#2_2', ':53237166_w2_0', ':53237166_w0_0', ':53237166_w1_0', '-370785079_1', '206883228#2_1', '-370785080#0_2']","[35.0, 35.0, 35.0, 25.0, 25.0, 25.0, 35.0, 35.0, 25.0, 35.0]"
53239580,False,87,"['-391510270_3', '-391510270_2', ':53239580_w1_0', ':53239580_w2_0', '357267680#1_2', ':53239580_w3_0', '-428087140#0_3', '357267680#1_1', '-428087140#0_2', '-367550329#1_1', ':53239580_w0_0', '-428087140#0_1', '-391510270_1']","[40.0, 32.0, 27.0, 27.0, 40.0, 27.0, 40.0, 32.0, 32.0, 40.0, 27.0, 32.0, 32.0]"
53247233,False,24,"['gneE129_1', ':53247233_w1_0', ':53247233_w3_0', 'gneE130_3', '-gneE132_1', 'gneE126_1', ':53247233_w0_0', 'gneE130_2', ':53247233_w2_0', 'gneE130_1']","[7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 7.0, 6.0]"
53247236,False,69,"['8045965_2', '215869725#1_1', '8045965_1', ':53247236_w3_0', ':53247236_w0_0', ':53247236_w2_0', '215869725#1_2', '8045965_3', ':53247236_w1_0']","[37.0, 23.0, 37.0, 37.0, 23.0, 23.0, 23.0, 37.0, 37.0]"
53247237,False,30,"['458058813#1_3', '531902715_2', '531902715_1', '458058813#1_2', '458058813#1_1', ':53247237_w3_0', ':53247237_w1_0', ':53247237_w0_0', '531902715_3', ':53247237_w2_0']","[7.0, 7.0, 7.0, 12.0, 12.0, 7.0, 7.0, 12.0, 7.0, 12.0]"
53247506,False,30,"[':53247506_w4_0', '-371427803#12_2', ':53247506_w0_0', 'gneE482_1', ':53247506_w3_0', '239827002#0_2', 'gneE482_2', ':53247506_w1_0', '-6509620#2_1', '-371427803#12_1', '239827002#0_1']","[6.0, 6.0, 7.0, 6.0, 7.0, 7.0, 6.0, 6.0, 7.0, 6.0, 7.0]"
53247507,False,69,"['206883228#0_1', ':53247507_w2_0', '215869721#0_4', ':53247507_w1_0', '215869721#0_3', '215869721#0_1', ':53247507_w3_0', '206883228#0_2', '215869721#0_2', ':53247507_w0_0']","[23.0, 23.0, 37.0, 37.0, 37.0, 37.0, 37.0, 23.0, 37.0, 23.0]"
53251089,False,69,"['428248064#1_4', ':53251089_w0_0', '428248064#1_5', '239828328#1_1', '428248064#1_2', '428248064#1_1', ':53251089_w2_0', ':53251089_w3_0', '428248064#1_3', ':53251089_w1_0']","[37.0, 23.0, 37.0, 23.0, 37.0, 37.0, 23.0, 37.0, 37.0, 37.0]"
5606261681,False,26,"[':5606261681_w1_0', '586787209#0_2', '586787208#0_1', ':5606261681_w3_0', '586787208#0_2', ':5606261681_w2_0', ':5606261681_w0_0', '80574890#3_1', '586787209#0_1', '-22927969#0_1']","[0, 7.0, 7.0, 0, 7.0, 0, 7.0, 7.0, 7.0, 7.0]"
6336579535,False,87,"['6452315#4_1', ':6336579535_w0_0', 'gneE372_1', 'gneE372_2', ':6336579535_w1_0', 'gneE356_1', ':6336579535_w3_0', 'gneE373_2', ':6336579535_w2_0', 'gneE373_1']","[29.0, 0, 48.0, 48.0, 48.0, 29.0, 29.0, 48.0, 48.0, 48.0]"
6336579546,True,3600,"['-6499326#1_1', 'gneE741_0', '-15257627#1.57_1', 'gneE375_2', '-6499326#1_2', '-15257627#1.57_2', 'gneE375_1', '-15257627#1.57_3']","[0, 0, 0, 5.0, 0, 0, 0, 0]"
634,False,41,"['6521205#0_1', '6521205#0_2', '-6521205#2_1', '-6521205#2_2', ':cluster_gneJ375_gneJ378_w1_0']","[7.0, 7.0, 7.0, 7.0, 7.0]"
639363238,False,3600,"['-6509620#3_0', '6509620#0_0', '6509620#0_2', '-6509620#3_1']","[0.0, 0.0, 0.0, 0.0]"
639363241,False,3600,"['-6352930#3_1', '-6352930#3_0', '6352930#0_0', '6352930#0_1']","[0.0, 0.0, 0.0, 0.0]"
639363249,False,3600,"['6497025#0_1', '-6497025#3_1', '6497025#0_0', '-6497025#3_0']","[0.0, 0.0, 0.0, 0.0]"
639363251,False,3600,"['-88999330#1_2', '-88999330#1_1', '371427803#19_1', '371427803#19_0', '-88999330#1_0']","[0.0, 0.0, 0.0, 0.0, 0.0]"
764028198,False,85,"['gneE172.26_2', 'gneE175_1', ':764028198_w0_0', 'gneE175_2', 'gneE172.26_1']","[50.0, 50.0, 32.0, 50.0, 50.0]"
778619633,False,62,"['62326648_0', '133397802.24_1', '207998916_0', '207998916_1', '133397802.24_0', '62326648_1']","[15.0, 15.0, 29.0, 29.0, 56.0, 15.0]"
J14,False,59,"['pseudoMercer2_1', 'pseudoMercer2_0']","[29.0, 29.0]"
J15,False,59,"['pseudoMercer3_1', 'pseudoMercer3_0']","[29.0, 29.0]"
J6,False,81,"[':cluster30345009_30345012_w2_0', '173554582#0_1', ':cluster30345009_30345012_w4_0', ':cluster30345009_30345012_w1_0', '-242288219#1_1', '173554582#0_4', '385667403#0.81_3', ':cluster30345009_30345012_w3_0', '173554582#0_3', ':cluster30345009_30345012_w0_0', '-242288219#1_0', '332200722_2', '-242288219#1_2', '385667403#0.81_2', '385667403#0.81_1', '332200722_1', '173554582#0_2']","[30.0, 35.0, 32.0, 32.0, 36.0, 43.0, 43.0, 32.0, 35.0, 30.0, 36.0, 36.0, 36.0, 35.0, 35.0, 36.0, 35.0]"
