id,hasProblem,avgCycle,lanes,avgTimes
53144731,False,87,"['169468453#0_2', 'gneE244.54_1', 'gneE244.54_2', 'gneE244.54_3', ':53144731_w0_0', '169468453#0_1', ':53144731_w1_0', ':53144731_w2_0']","[55.0, 55.0, 55.0, 55.0, 26.0, 55.0, 26.0, 26.0]"
53144733,False,87,"[':53144733_w2_0', ':53144733_w3_0', ':53144733_w0_0', 'gneE284_3', '620762216#1_2', 'gneE284_2', '6472596#8_1', ':53144733_w1_0', '620762216#1_1', 'gneE284_1', '6472596#8_2']","[27.0, 52.0, 27.0, 52.0, 52.0, 52.0, 27.0, 52.0, 52.0, 52.0, 27.0]"
53144734,False,87,"['-610573957#1_2', '-620762216#1_1', ':53144734_w0_0', '-620762216#1_3', ':53144734_w1_0', '6428348#8_2', ':53144734_w2_0', '6428348#8_1', '-620762216#1_2', ':53144734_w3_0', '6428348#8_3', '-610573957#1_1']","[48.0, 48.0, 31.0, 48.0, 48.0, 31.0, 31.0, 31.0, 48.0, 48.0, 31.0, 48.0]"
53144737,False,90,"['534545516#1_2', '534545516#1_1', ':53144737_w1_0', '-462696736#2_2', '-462696736#2_1', ':53144737_w2_0', ':53144737_w0_0', '534545516#1_3']","[56.0, 56.0, 26.0, 56.0, 56.0, 26.0, 26.0, 56.0]"
53144740,False,87,"[':53144740_w1_0', ':53144740_w0_0', '105493444#3_3', '105493444#3_1', ':53144740_w2_0', ':53144740_w3_0', '-62412695#4_1', '340164240_2', '340164240_1', '-428243129#2_2', '-428243129#2_1', '105493444#3_2']","[48.0, 31.0, 48.0, 48.0, 31.0, 48.0, 31.0, 31.0, 31.0, 48.0, 48.0, 48.0]"
53144742,False,87,"[':53144742_w0_0', 'gneE491.69_2', '428243129#0_1', 'gneE491.69_1', '240455510#1_1', ':53144742_w1_0', ':53144742_w3_0', '-206877624#2_1', '428243129#0_3', '428243129#0_2', ':53144742_w2_0', '240455510#1_2', '-206877624#2_2']","[33.0, 33.0, 46.0, 33.0, 33.0, 46.0, 46.0, 46.0, 46.0, 46.0, 33.0, 33.0, 46.0]"
53144743,False,87,"['206877624#0_1', '621319686#5_2', '206877624#0_2', ':53144743_w1_0', ':53144743_w2_0', ':53144743_w3_0', ':53144743_w0_0', '206877624#0_3', '621319686#5_1', '206880348#0_1', '206880348#0_2']","[58.0, 58.0, 58.0, 58.0, 21.0, 58.0, 21.0, 58.0, 58.0, 21.0, 21.0]"
53144744,False,69,"['-621319686#7_1', '-22927962#1_1', ':53144744_w2_0', '192005426#2_2', ':53144744_w1_0', '621319686#3_1', '621319686#3_2', '-22927962#1_2', '192005426#2_1', '-621319686#7_2', ':53144744_w0_0', ':53144744_w3_0']","[40.0, 20.0, 20.0, 20.0, 40.0, 40.0, 40.0, 20.0, 20.0, 40.0, 20.0, 40.0]"
53144746,False,69,"['-351500650#0_1', ':53144746_w3_0', '351500651#1_1', ':53144746_w1_0', '-163419184#0_2', ':53144746_w2_0', '-351500650#0_2', ':53144746_w0_0', '-163419184#0_1', '206883227#6_1']","[31.0, 31.0, 29.0, 31.0, 31.0, 29.0, 31.0, 29.0, 31.0, 29.0]"
53144747,False,69,"['351500650#4_2', ':53144747_w0_0', '-351500650#5_2', '-351500650#5_1', ':53144747_w2_0', ':53144747_w1_0', '-6405767#5_1', ':53144747_w3_0', '351500650#4_1', '6405767#4_1']","[41.0, 19.0, 41.0, 41.0, 19.0, 41.0, 19.0, 41.0, 41.0, 19.0]"
53144749,False,69,"[':53144749_w0_0', '-351500650#7_1', ':53144749_w1_0', ':53144749_w3_0', '22927956#1_1', ':53144749_w2_0', '351500650#6_2', '-351500650#7_2', '351500650#6_1']","[24.0, 36.0, 36.0, 36.0, 24.0, 24.0, 36.0, 36.0, 36.0]"
53144750,False,69,"[':53144750_w3_0', '-370823231#0_1', '301189641_2', ':53144750_w0_0', '351500650#7_1', '239801864#1_1', ':53144750_w1_0', '351500650#7_2', ':53144750_w2_0', '301189641_1', '239801864#1_2', '-370823231#0_2']","[33.0, 33.0, 26.0, 26.0, 33.0, 26.0, 33.0, 33.0, 26.0, 26.0, 26.0, 33.0]"
53144754,False,35,"['-6399137#0_2', '-6399137#0_1', ':53144754_w2_0', '-6399137#0_3', '428248060#1_3', ':53144754_w3_0', '428248060#1_1', '428248060#1_2', '533092481_2', '533092481_1', ':53144754_w1_0']","[7.0, 7.0, 4.0, 7.0, 4.0, 7.0, 4.0, 4.0, 7.0, 7.0, 7.0]"
53146386,False,40,"['-14212662#0.205_1', '-14212662#0.205_2', ':53146386_w2_0', '-335460685#2_1', '88999330#3_3', '-14212662#0.205_3', '88999330#3_2', '-335460685#2_2', ':53146386_w3_0', ':53146386_w0_0', '88999330#3_1', '-335460685#2_3', ':53146386_w1_0']","[7.0, 7.0, 6.0, 7.0, 6.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0]"
53146388,False,38,"['428247168#2_2', '621396742_2', '621396742_3', ':53146388_w0_0', '428247168#2_1', '621396742_1', '-239801864#0_1', ':53146388_w3_0', '-239801864#0_2', ':53146388_w2_0', ':53146388_w1_0']","[7.0, 15.0, 4.0, 7.0, 7.0, 15.0, 7.0, 15.0, 7.0, 7.0, 7.0]"
53146390,False,69,"['332473705_2', '-370823234_2', '332473705_1', ':53146390_w0_0', '428248061#1_1', ':53146390_w1_0', ':53146390_w3_0', '-428247168#0_1', ':53146390_w2_0', '-428247168#0_2', '-370823234_1', '428248061#1_2']","[29.0, 31.0, 29.0, 31.0, 29.0, 29.0, 29.0, 31.0, 31.0, 31.0, 31.0, 29.0]"
53146391,False,69,"['-144113316#0_1', '332200727#2_2', '370823234_1', '332200727#2_1', ':53146391_w2_0', ':53146391_w1_0', '-144113314#2_3', ':53146391_w3_0', ':53146391_w0_0', '370823234_2', '-144113316#0_2', '-144113314#2_2', '-144113314#2_1']","[35.0, 35.0, 25.0, 35.0, 25.0, 35.0, 25.0, 35.0, 25.0, 25.0, 35.0, 25.0, 25.0]"
53147418,False,211,"['489639280_3', '-292244977_3', ':53147418_c1_0', ':53147418_w2_0', ':53147418_c3_0', ':53147418_w0_0', ':53147418_c2_0', ':53147418_w3_0', '489639280_2', '8045490#0_1', '-292244977_1', ':53147418_w1_0', 'gneE478_1', 'gneE478_2', '-292244977_2', '489639280_1']","[56.0, 85.0, 88.0, 88.0, 0, 0, 126.0, 88.0, 56.0, 53.0, 85.0, 85.0, 53.0, 85.0, 85.0, 56.0]"
53147420,False,41,"['-332200727#0_1', ':53147420_w1_0', ':53147420_w0_0', '-332200727#0_2', '332473707#2_2', ':53147420_w2_0', '-332473705_1', '332473707#2_1']","[7.0, 6.0, 0, 7.0, 7.0, 7.0, 6.0, 7.0]"
53147424,False,87,"[':53147424_w3_0', ':53147424_w0_0', '-88999331#1_2', ':53147424_w2_0', '-332200728#0_1', ':53147424_w4_0', '332200726_2', '-88999331#1_1', '332200726_1', '460419020#3_1', '460419020#3_2', '-332200728#0_2']","[4.0, 32.0, 40.0, 4.0, 32.0, 31.0, 32.0, 31.0, 32.0, 31.0, 40.0, 32.0]"
53147426,True,3600,"[':53147426_w2_0', '428248876_1', '332200725#1_3', '-6324947#1_1', ':53147426_w0_0', '-332200725#2_2', '-6324947#1_2', '428248876_3', '428248876_2', '-332200725#2_1', ':53147426_w3_0', ':53147426_w1_0', '332200725#1_2', '332200725#1_1']","[12.0, 19.0, 15.0, 7.0, 5.0, 7.0, 17.0, 12.0, 12.0, 24.0, 15.0, 7.0, 15.0, 17.0]"
53147432,False,50,"['242288220#0_1', '242288220#0_2', ':53147432_w3_0', '-393063429#1_3', '338863386#0_1', '-393063429#1_2', '-338863385#2_1', '338863386#0_2', '-393063429#1_1', '-338863385#2_2', ':53147432_w0_0', ':53147432_w1_0', ':53147432_w2_0']","[15.0, 15.0, 26.0, 7.0, 9.0, 26.0, 9.0, 9.0, 26.0, 9.0, 9.0, 7.0, 9.0]"
53147435,False,73,"['6496961#1_1', ':53147435_w0_0', '6496961#1_2', ':53147435_w1_0', ':53147435_w3_0', '-563752576#1_3', '-240455065#1.30_2', '428087113#0_3', '-563752576#1_2', '428087113#0_2', '6496961#1_3', '-240455065#1.30_3', ':53147435_w2_0', '-240455065#1.30_1', '-240455065#1.30_4', '-563752576#1_1', '428087113#0_1']","[12.0, 15.0, 12.0, 12.0, 12.0, 5.0, 12.0, 5.0, 15.0, 15.0, 7.0, 7.0, 15.0, 12.0, 7.0, 15.0, 15.0]"
53147436,False,37,"[':53147436_w3_0', 'gneE753_1', ':53147436_w0_0', '360390215_2', ':53147436_w1_0', ':53147436_w2_0', '-560096280#2_1', '-360390227_1', '360390215_1']","[6.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 6.0, 6.0]"
53148286,False,38,"[':53148286_w3_0', ':53148286_w0_0', '617436202#0.84_2', '617436202#0.84_1', ':53148286_w1_0', '192005425#2_1', '617436202#0.84_3', '192005425#2_3', ':53148286_w2_0', '192005425#2_2']","[15.0, 6.0, 15.0, 15.0, 7.0, 6.0, 4.0, 6.0, 6.0, 6.0]"
53148287,False,87,"['621378235#2_1', ':53148287_w0_0', '621378235#2_3', '206883229#0.87_2', '-621319687#1_1', '206883229#0.87_3', ':53148287_w3_0', ':53148287_w1_0', '621378235#2_2', '206883229#0.87_1', '-621319687#1_2', ':53148287_w2_0']","[34.0, 34.0, 34.0, 45.0, 45.0, 45.0, 45.0, 45.0, 34.0, 45.0, 45.0, 34.0]"
53148290,False,87,"['428305118#1.95_3', '465797210#2_2', ':53148290_w2_0', '428305118#1.95_5', '465797210#2_1', ':53148290_w3_0', '428305118#1.95_2', ':53148290_w0_0', '465797210#2_3', '428305118#1.95_1', ':53148290_w1_0', '428305118#1.95_4']","[50.0, 29.0, 29.0, 50.0, 29.0, 50.0, 50.0, 29.0, 29.0, 50.0, 50.0, 50.0]"
53148292,False,87,"[':53148292_w0_0', '293623336#4_1', ':53148292_w3_0', '293623336#4_2', '465797213#2_1', '465797213#2_2', ':53148292_w2_0', '293623336#4_3', ':53148292_w1_0', '465797213#2_3']","[29.0, 50.0, 50.0, 50.0, 29.0, 29.0, 29.0, 50.0, 50.0, 29.0]"
53148294,False,87,"[':53148294_w3_0', '465797212#5_1', '512250031#2_1', ':53148294_w1_0', ':53148294_w2_0', '465797212#5_3', '512250031#2_3', ':53148294_w0_0', '465797212#5_2', '512250031#2_2']","[45.0, 45.0, 34.0, 45.0, 34.0, 45.0, 34.0, 34.0, 45.0, 34.0]"
53148295,True,3600,"['6399834#1_2', '-428087148#2_2', ':53148295_w2_0', ':53148295_w1_0', '6399834#1_3', ':53148295_w0_0', '428087147#0_1', '6399834#1_4', ':53148295_w3_0', '428087147#0_2', '-428087148#2_1', '6399834#1_1']","[37.0, 0, 0, 0, 0, 37.0, 37.0, 0, 0, 37.0, 0, 37.0]"
53148297,True,3600,"['620762260_2', '620762260_1', ':53148297_w0_0', '620762260_3', ':53148297_w2_0', '385200508#2_2', ':53148297_w1_0', '385200508#2_1', ':53148297_w3_0']","[32.0, 32.0, 0, 32.0, 0, 32.0, 0, 32.0, 0]"
53148299,False,87,"['385200507#2_2', ':53148299_w0_0', '621426647#0_1', '385200507#2_1', ':53148299_w1_0', '385200507#2_3', ':53148299_w2_0', ':53148299_w3_0', '621426647#0_2', '-22927963#1_1']","[41.0, 41.0, 38.0, 41.0, 38.0, 41.0, 41.0, 38.0, 38.0, 41.0]"
53148302,False,87,"['22927963#6_2', ':53148302_w3_0', '22927963#6_1', '-22927963#9_1', ':53148302_w1_0', '352323448#1_2', ':53148302_w2_0', ':53148302_w0_0', '352323448#1_1']","[48.0, 31.0, 48.0, 48.0, 31.0, 31.0, 48.0, 48.0, 31.0]"
53155393,False,23,"[':53155393_w1_0', '428294122#3_1', '-6405767#1_1', ':53155393_w0_0', '428294122#3_2', ':53155393_w2_0']","[6.0, 6.0, 7.0, 7.0, 6.0, 0]"
53155395,False,39,"['22760466#2_2', ':53155395_w1_0', '22760466#2_1', ':53155395_w3_0', '6405767#6_1', '22760466#2_3', ':53155395_w2_0', '-6405767#7_1', ':53155395_w0_0']","[15.0, 7.0, 15.0, 15.0, 6.0, 4.0, 6.0, 6.0, 6.0]"
53155398,False,69,"['215869721#2_3', '215869721#2_2', '460419020#1_1', '215869721#2_1', '-460419020#2_1', ':53155398_w0_0', ':53155398_w1_0', '215869721#2_4', ':53155398_w2_0', ':53155398_w3_0']","[40.0, 40.0, 20.0, 40.0, 20.0, 20.0, 40.0, 40.0, 20.0, 40.0]"
53155723,False,36,"[':53155723_w0_0', ':53155723_w1_0', '428246222_1', 'gneE147_1', 'gneE147_2', ':53155723_w4_0', 'gneE145.49_2', 'gneE145.49_1', ':53155723_w3_0']","[10.0, 37.0, 10.0, 42.0, 42.0, 37.0, 42.0, 42.0, 10.0]"
53155724,False,40,"[':53155724_w0_0', 'gneE148_1', 'gneE148_2', '-428246215#1_2', '497765748#0_2', '-428246215#1_1', ':53155724_w1_0', '497765748#0_1', ':53155724_w3_0', '497765748#0_3']","[14.0, 34.0, 34.0, 34.0, 19.0, 34.0, 30.0, 19.0, 14.0, 19.0]"
53155725,False,45,"[':53155725_w2_0', ':53155725_w0_0', 'gneE717_1', '428246212#0_1', ':53155725_w3_0', '428246212#0_2', ':53155725_w1_0', '519441947#0_1', '-8111114#1_1', '519441947#0_2']","[10.0, 10.0, 15.0, 39.0, 34.0, 39.0, 34.0, 39.0, 15.0, 39.0]"
53155726,False,44,"[':53155726_w3_0', 'gneE735_1', '-6462035#1_1', '-519441952#1_1', ':53155726_w0_0', '-519441952#1_2', '519441950#0.45_2', '519441950#0.45_1', ':53155726_w1_0']","[30.0, 14.0, 14.0, 35.0, 10.0, 35.0, 35.0, 35.0, 30.0]"
53155727,False,44,"['-519441950#2.78_1', ':53155727_w3_0', 'gneE719_1', ':53155727_w2_0', ':53155727_w0_0', '-635477814_1', '-8111112#1_1', '-519441950#2.78_2', '-635477814_2', ':53155727_w1_0']","[39.0, 35.0, 15.0, 10.0, 10.0, 39.0, 15.0, 39.0, 39.0, 35.0]"
53155734,False,28,"['-371427803#18_2', ':53155734_w2_0', '371427803#16_2', ':53155734_w1_0', '-6497025#2_1', '-371427803#18_1', '371427803#16_1', ':53155734_w0_0']","[7.0, 0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]"
53160852,True,3600,"[':53160852_w3_0', ':53160852_w0_0', '-240874272.42_2', '-240874272.42_3', ':53160852_w2_0', 'gneE200.41_3', 'gneE192_1', 'gneE200.41_1', 'gneE200.41_2', 'gneE200.41_4', '-240874272.42_1', 'gneE192_2']","[0, 0, 5.0, 5.0, 0, 0, 0, 0, 0, 0, 5.0, 0]"
53160854,False,90,"['428230603#0_2', ':53160854_w1_0', '428230603#0_3', '428230603#0_1', 'gneE209.31_3', ':53160854_w3_0', ':53160854_w0_0', ':53160854_w2_0', 'gneE209.31_2', 'gneE209.31_1']","[46.0, 46.0, 46.0, 46.0, 34.0, 46.0, 34.0, 34.0, 34.0, 34.0]"
53160858,False,87,"[':53160858_w0_0', '8111068#1_2', '-428227905#0_1', '-428227905#0_3', ':53160858_w2_0', '-428227905#0_2', ':53160858_w1_0', '8111068#1_1', ':53160858_w3_0']","[64.0, 16.0, 64.0, 64.0, 64.0, 64.0, 16.0, 16.0, 16.0]"
53160861,False,87,"[':53160861_c3_0', '-13866275_1', '240852322#3_2', '240852322#3_3', ':53160861_w0_0', '240852322#3_1', ':53160861_w3_0', '428227797#0_2', ':53160861_c2_0', '428227797#0_1', '428227797#0_4', '428227797#0_3', ':53160861_c0_0', ':53160861_w2_0', ':53160861_w1_0', ':53160861_c1_0']","[0, 31.0, 37.0, 40.0, 0, 37.0, 0, 32.0, 0, 32.0, 32.0, 32.0, 31.0, 32.0, 4.0, 31.0]"
53160863,False,87,"[':53160863_w3_0', '332946371#3_2', '332946371#3_1', ':53160863_w0_0', '332946371#3_3', '620595956#0_2', '620595956#0_3', ':53160863_w2_0', ':53160863_w1_0', '620595956#0_1']","[42.0, 42.0, 42.0, 37.0, 42.0, 37.0, 37.0, 37.0, 42.0, 37.0]"
53160865,False,90,"['179551718#2_3', '537447814#0.90_1', '537447814#0.90_4', ':53160865_w2_0', '537447814#0.90_3', ':53160865_w3_0', ':53160865_w0_0', '537447814#0.90_2', '179551718#2_1', '179551718#2_2', ':53160865_w1_0']","[38.0, 42.0, 42.0, 38.0, 42.0, 42.0, 15.0, 42.0, 38.0, 38.0, 42.0]"
53160869,False,87,"[':53160869_w3_0', ':53160869_w0_0', '585970945#3_2', ':53160869_w2_0', '240575237#2_1', '585970945#3_1', '240575237#2_2', '585970945#3_3', ':53160869_w1_0', '240575237#2_3']","[41.0, 38.0, 38.0, 38.0, 41.0, 38.0, 41.0, 38.0, 41.0, 41.0]"
53160871,False,87,"[':53160871_w3_0', ':53160871_w0_0', '465797212#0_2', ':53160871_w2_0', ':53160871_w1_0', '465797212#0_1', '-38940711#1_1', '465797212#0_3', 'gneE720_1']","[29.0, 50.0, 50.0, 50.0, 29.0, 50.0, 29.0, 50.0, 29.0]"
53160874,False,69,"[':53160874_w1_0', '62206854#4_3', '465797215#1_3', '62206854#4_2', ':53160874_w3_0', '465797215#1_1', ':53160874_w0_0', ':53160874_w2_0', '465797215#1_2', '62206854#4_1']","[34.0, 25.0, 34.0, 25.0, 34.0, 34.0, 25.0, 25.0, 34.0, 25.0]"
53160878,False,105,"[':53160878_w1_0', '239827009#1_1', ':53160878_w0_0', '22927959#0.43_1', ':53160878_w3_0', '239827009#1_2', '239827009#1_3', '22927959#0.43_3', '239827009#1_4', '22927959#0.43_2', ':53160878_w2_0']","[36.0, 36.0, 63.0, 63.0, 0, 36.0, 36.0, 63.0, 36.0, 63.0, 63.0]"
53163482,False,87,"['-337668916#3_1', '337668916#2_1']","[80.0, 80.0]"
53166776,False,87,"['-428098978_1', ':53166776_w3_0', ':53166776_w2_0', '-6414229#10_1', ':53166776_w0_0', ':53166776_w1_0', '6414229#9_1', '428098979_1', '-428098978_2', '428098979_2']","[37.0, 32.0, 31.0, 36.0, 31.0, 32.0, 36.0, 37.0, 45.0, 45.0]"
53166903,False,87,"['-560113172#0_1', '-332223485#1_1', ':53166903_w0_0', 'gneE393.28_2', ':53166903_w2_0', 'gneE393.28_1', ':53166903_w1_0']","[26.0, 26.0, 21.0, 26.0, 21.0, 26.0, 42.0]"
53168043,True,3600,"[':53168043_w1_0', ':53168043_w0_0', '22927950#2_2', '22927950#2_1', '-61032261#0_1', ':53168043_w3_0', ':53168043_w2_0', '531922150#5_1', '-332585572#1_1']","[0, 0, 7.0, 7.0, 14.0, 14.0, 0, 14.0, 0]"
53168922,False,54,"['-508340468#1_1', '6457702#3_1', '-8111111#0_1', '-508340468#1_2', ':53168922_w0_0', ':53168922_w2_0', ':53168922_w3_0', '460423539#0_1', ':53168922_w1_0']","[22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0]"
53168924,False,54,"['460423541#0_1', '-6415868#0_1', ':53168924_w1_0', '-460423539#2_1', ':53168924_w3_0', ':53168924_w0_0', '-65588116#1_1', ':53168924_w2_0']","[19.0, 25.0, 25.0, 25.0, 25.0, 19.0, 19.0, 19.0]"
53168932,False,87,"[':53168932_w1_0', '-6415868#6_1', ':53168932_c0_0', '158612542#6_1', ':53168932_c2_0', '6415868#5_1', ':53168932_w0_0', ':53168932_c3_0', '-158612542#8_1', ':53168932_c1_0', ':53168932_w3_0', ':53168932_w2_0']","[36.0, 40.0, 36.0, 40.0, 0, 40.0, 0, 0, 40.0, 36.0, 0, 36.0]"
53184111,False,87,"['6428348#2_1', '428243309#0_1', ':53184111_w0_0', '428243309#0_3', ':53184111_w1_0', '6428348#2_2', ':53184111_w3_0', ':53184111_w2_0', '428243309#0_2']","[31.0, 47.0, 31.0, 47.0, 47.0, 31.0, 28.0, 31.0, 47.0]"
53184112,False,87,"['462696723#0_1', '-532864853#2_1', ':53184112_w0_0', ':53184112_w3_0', '462696723#0_2', ':53184112_w1_0', '462696720#0_2', '462696720#0_1', ':53184112_w2_0', '-532864853#2_2']","[30.0, 49.0, 30.0, 49.0, 30.0, 49.0, 49.0, 49.0, 30.0, 49.0]"
53184113,False,50,"['428243943#8_1', '428243943#8_3', ':53184113_w1_0', ':53184113_w3_0', '428243943#8_2', '191144466#6_2', '428243943#8_4', ':53184113_w0_0', ':53184113_w2_0', '191144466#6_1']","[6.0, 6.0, 14.0, 14.0, 6.0, 7.0, 6.0, 15.0, 15.0, 7.0]"
53184114,False,87,"['6508961#3_3', ':53184114_w0_0', ':53184114_w1_0', '191144466#4_3', ':53184114_w3_0', '6508961#3_2', ':53184114_w2_0', '6508961#3_1', '191144466#4_1', '191144466#4_2']","[33.0, 46.0, 33.0, 46.0, 33.0, 33.0, 46.0, 33.0, 46.0, 46.0]"
53184115,False,80,"[':53184115_w0_0', 'gneE517.55_1', ':53184115_w1_0', ':53184115_w2_0', 'gneE523_3', 'gneE520_1', 'gneE517.55_0', 'gneE523_2', 'gneE523_1', '-13726933_1', 'gneE520_2', 'gneE520_3', ':53184115_w3_0']","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 0]"
53184116,False,100,"['gneE537_1', 'gneE534_1', 'gneE537_2', 'gneE534_2', 'gneE539_1', 'gneE532_1']","[62.0, 62.0, 62.0, 62.0, 28.0, 28.0]"
53184117,False,100,"['-338073583#9_1', ':53184117_w3_0', ':53184117_w0_0', '338073583#6_1', ':53184117_w1_0', '428227899#0_1', '-428227865#1_1', '428227899#0_2', ':53184117_w2_0', '-428227865#1_2', '-428227865#1_3']","[31.0, 31.0, 60.0, 31.0, 31.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]"
53184118,False,76,"['428227833#0_1', '428230982#0_3', '-428227822#1_3', '428230982#0_1', ':53184118_w1_0', ':53184118_w0_0', '-428230992#1_3', '-428227822#1_2', ':53184118_w2_0', '-428230992#1_1', '428230982#0_2', ':53184118_w3_0', '-428227822#1_1', '428227833#0_3', '428227833#0_2', '-428230992#1_2']","[15.0, 5.0, 4.0, 14.0, 14.0, 15.0, 5.0, 15.0, 15.0, 14.0, 14.0, 14.0, 15.0, 5.0, 15.0, 14.0]"
53184119,False,97,"['428227803_3', ':53184119_w0_0', '-428227847_3', '-428227847_1', '428227803_1', '-532166311#10_1', '532166311#9_1', ':53184119_w1_0', '428227803_2', ':53184119_w2_0', ':53184119_w3_0', '-428227847_2']","[66.0, 66.0, 66.0, 66.0, 66.0, 24.0, 24.0, 24.0, 66.0, 66.0, 24.0, 66.0]"
53184120,False,97,"['-428089353_2', ':53184120_w0_0', '428227812_1', '-6511397#0_1', '-428089353_1', '-428089353_3', '51969309_1', ':53184120_w1_0', ':53184120_w3_0', ':53184120_w2_0', '428227812_2', '428227812_3']","[71.0, 71.0, 71.0, 19.0, 71.0, 71.0, 19.0, 19.0, 19.0, 71.0, 71.0, 71.0]"
53184121,False,29,"['-428089351_3', '428089352_1', ':53184121_w3_0', ':53184121_w0_0', '-293753570#1_1', ':53184121_w2_0', '428089352_2', '-428089351_2', '-428089351_1', '293753570#0_1', ':53184121_w1_0']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]"
53187904,False,87,"[':53187904_w3_0', '130308599#1_1', ':53187904_w0_0', '560116317#1_2', '130308599#1_2', '560116317#1_1', '130308599#1_3', ':53187904_w1_0', ':53187904_w2_0', '560116317#1_3']","[45.0, 30.0, 30.0, 45.0, 30.0, 45.0, 30.0, 45.0, 30.0, 45.0]"
53187905,False,87,"[':53187905_w1_0', '130308598#0_2', ':53187905_w2_0', '-206883229#2.84_1', '-206883229#2.84_3', '-500805371#1_1', '465991370#0_1', ':53187905_w3_0', ':53187905_w0_0', '-206883229#2.84_2', '465991370#0_2', '130308598#0_3', '130308598#0_1']","[40.0, 39.0, 39.0, 40.0, 40.0, 39.0, 40.0, 40.0, 39.0, 40.0, 40.0, 39.0, 39.0]"
53187906,False,87,"['584910546#0_4', '584910546#0_2', '512250646#5_3', ':53187906_w0_0', '512250646#5_2', ':53187906_w1_0', ':53187906_w3_0', ':53187906_w2_0', '584910546#0_3', '584910546#0_1', '512250646#5_1']","[41.0, 41.0, 38.0, 38.0, 38.0, 41.0, 41.0, 38.0, 41.0, 41.0, 38.0]"
53187907,False,75,"['gneE759_0', '512250646#4_3', '6483622#0_1', '512250646#4_2', '512250646#4_1']","[20.0, 45.0, 20.0, 45.0, 45.0]"
53187908,True,3600,"[':53187908_w2_0', '391421571#1_2', '428087142#2_2', '428087142#2_1', '391421571#1_1', '428087142#2_3', ':53187908_w1_0', '428087142#2_4', ':53187908_w3_0', ':53187908_w0_0']","[0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 0, 0]"
53187909,False,87,"[':53187909_w1_0', ':53187909_w2_0', ':53187909_w3_0', '621426646#2_1', '621426646#2_2', '621426646#2_3', '163419192#0_2', '621426646#2_4', '163419192#0_1', ':53187909_w0_0']","[24.0, 55.0, 24.0, 55.0, 55.0, 55.0, 24.0, 55.0, 24.0, 55.0]"
53187910,False,87,"[':53187910_w0_0', '500805368#2_2', ':53187910_w1_0', '500805368#2_1', '500805368#2_3', '500805368#2_4', ':53187910_w2_0', ':53187910_w3_0', '651668437#2_1']","[59.0, 59.0, 20.0, 59.0, 59.0, 59.0, 59.0, 20.0, 20.0]"
53187911,False,105,"['-428237333_1', '500805367#0_1', '500805367#0_2', '500805367#0_3', '240455063#5_1', '240455063#5_2', ':53187911_w1_0', ':53187911_w2_0', ':53187911_w3_0', ':53187911_w0_0', '-428237333_3', '500805367#0_4', '-428237333_2']","[54.0, 43.0, 43.0, 43.0, 32.0, 32.0, 54.0, 43.0, 32.0, 43.0, 18.0, 43.0, 54.0]"
53187912,False,109,"['169508519#3_1', ':53187912_w0_0', '6432745#2_4', '6432745#2_2', '6432745#2_3', ':53187912_w1_0', 'gneE750_1', ':53187912_w2_0', ':53187912_w3_0', '6432745#2_1']","[40.0, 60.0, 60.0, 60.0, 60.0, 40.0, 40.0, 60.0, 40.0, 60.0]"
53187913,True,3600,"[':53187913_w2_0', '6433848#2_1', '621898656#0_3', '246234860#0_1', ':53187913_w3_0', '246234860#0_2', ':53187913_w0_0', '621898656#0_1', '621898656#0_2']","[0, 0, 30.0, 0, 0, 0, 0, 30.0, 30.0]"
53189262,False,46,"[':53189262_w0_0', '-428244925_3', '109918321#1_3', '109918321#1_1', '102917976#1_2', '102917976#1_3', '-428244925_2', ':53189262_w1_0', '-428244933_2', ':53189262_w2_0', '102917976#1_1', ':53189262_w3_0', '-428244925_1', '109918321#1_2', '-428244933_1']","[20.0, 20.0, 20.0, 20.0, 29.0, 37.0, 20.0, 29.0, 37.0, 20.0, 37.0, 29.0, 20.0, 20.0, 37.0]"
53189264,False,70,"['gneE476_0', '55698445#2_1', '428244930_1', '8097307#7_1', ':cluster_53189264_699945786_w1_0', '428244930_2', ':cluster_53189264_699945786_w0_0', ':cluster_53189264_699945786_w4_0']","[21.0, 21.0, 20.0, 9.0, 32.0, 20.0, 9.0, 0]"
53189615,False,69,"['6434798#0_2', '6509620#4.13_2', ':53189615_w0_0', ':53189615_w1_0', ':53189615_w3_0', '-206883227#3_1', ':53189615_w2_0', '6509620#4.13_1', '6434798#0_1']","[35.0, 25.0, 25.0, 35.0, 35.0, 25.0, 25.0, 25.0, 35.0]"
